Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 06/09  01:00:00,71675579.2424902,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,7653289.203161368,0.00013082115374323194,203855232.8233978,200374339.92646897,3480892.8969288124 
 06/09  02:00:00,69981792.82769936,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,7019207.097084228,0.000032705039947244805,183724919.08675495,182065454.6029476,1659464.4838073687 
 06/09  03:00:00,69632203.67515455,0.0,0.0,14886432.881686116,23169600.0,24376700.694588523,7199470.098847237,0.00003270499019718212,188763419.9246042,187103956.36438808,1659463.5602161272 
 06/09  04:00:00,76963720.27918209,0.0,0.0,19471919.183650862,23169600.0,27266590.80447863,7055610.2909218,0.00013081970985792153,186618790.60035843,183137864.09485325,3480926.505505183 
 06/09  05:00:00,73638201.27172479,0.0,0.0,27381883.054540057,3861600.0,35695631.795797795,6699086.420503916,0.0008830318312539424,191043621.973342,173598159.76047564,17445462.212866332 
 06/09  06:00:00,88433791.13130312,0.0,0.0,29139652.803626556,0.0,53083565.932743855,6210572.391858456,0.003074258780201519,218986121.3394282,160861353.24842566,58124768.09100253 
 06/09  07:00:00,97973200.62445153,0.0,0.0,27343670.668690365,0.0,64691719.84990964,5937810.102581039,0.0032704880640418298,215380685.43235806,153612994.33722693,61767691.09513111 
 06/09  08:00:00,90126292.9727031,0.0,0.0,18898733.395905286,0.0,65221572.0042175,6005987.56944066,0.0031396685414801554,214346786.71002752,155007710.95100936,59339075.759018175 
 06/09  09:00:00,79741918.20691463,0.0,0.0,16873476.945870843,0.0,57081753.82885495,5786687.429441708,0.0027472099737951353,200936695.02158883,148883465.2709095,52053229.75067935 
 06/09  10:00:00,69074562.31774455,0.0,0.0,16873476.945870843,0.0,46581897.69790999,5619187.671478142,0.002485570928671791,191501057.25752285,144305058.1790693,47195999.07845351 
 06/09  11:00:00,69846208.748872,0.0,0.0,16873476.945870843,0.0,47111749.85221782,5860981.948788342,0.001994997719065516,189309445.82232863,151220754.2542987,38088691.568029955 
 06/09  12:00:00,69426459.12228759,0.0,0.0,16873476.945870843,0.0,46581897.69790999,5971084.476773402,0.0017333586739421705,188067166.58336228,154835705.6875582,33231460.89580412 
 06/09  13:00:00,67706615.53312355,0.0,0.0,16873476.945870843,0.0,44992341.23498666,5840797.350728897,0.0015371293900996606,180873995.66909042,151285457.77745575,29588537.89163472 
 06/09  14:00:00,67425220.08334902,0.0,0.0,16873476.945870843,0.0,44462489.08067886,6089254.055458424,0.00134090010625715,183956034.9007341,158010420.01326883,25945614.887465283 
 06/09  15:00:00,72612094.05951698,0.0,0.0,20197954.514795292,0.0,46052045.54360223,6362093.999582362,0.0015371293900996606,195377332.88213757,165788794.9905028,29588537.89163472 
 06/09  16:00:00,99212194.59590037,0.0,0.0,29101440.417776853,0.0,63969831.834856056,6140922.341468697,0.0017987684352230064,194540934.84795612,160095166.2840955,34445768.56386057 
 06/09  17:00:00,124774372.62642208,0.0,0.0,35865032.71317486,0.0,83236545.25068206,5672794.660177722,0.002387456286750535,193172761.9355423,147798224.35917354,45374537.57636879 
 06/09  18:00:00,132771436.196965,0.0,0.0,44004270.89916226,0.0,83236545.25068206,5530620.044308098,0.0028126197350759746,197539589.41746953,144272051.99873367,53267537.41873587 
 06/09  19:00:00,129160571.69385232,0.0,0.0,50003615.47756618,0.0,73747799.95074739,5409156.262856942,0.0026818002125143,191653844.32805175,140814922.24542883,50838922.08262289 
 06/09  20:00:00,127300444.00045955,0.0,0.0,50538588.87946207,0.0,71628391.33351626,5133463.7850284,0.002452866048031372,179599187.54060346,133010342.29617818,46588845.244425245 
 06/09  21:00:00,129423568.07875003,0.0,0.0,38769174.03775253,21238800.0,63729202.49650488,5686391.54249763,0.001994997719065516,186125680.73324057,148036989.16521057,38088691.568029955 
 06/09  22:00:00,107548055.12404755,0.0,0.0,26999759.196043,23169600.0,50531492.1164157,6847203.809855513,0.0017333586739421705,213131535.84821582,179900074.9524117,33231460.89580412 
 06/09  23:00:00,87113116.11519134,0.0,0.0,18440184.765708823,23169600.0,37863633.89063428,7639697.457899798,0.000948441538572131,220191527.97789901,201531759.09877253,18659768.879126493 
 06/09  24:00:00,74497508.97865957,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,8355810.321968818,0.00026163904512334634,227078512.68921983,221168974.32468632,5909538.36453357 
 06/10  01:00:00,72833647.3949866,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,8811357.355657853,0.00013073212804738565,237196410.09964353,233718421.6609161,3477988.438727416 
 06/10  02:00:00,72080637.45132494,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,9118051.72070983,0.000032683128681492076,243821621.2369184,242163117.66012353,1658503.5767948625 
 06/10  03:00:00,71673427.17743208,0.0,0.0,14886432.881686116,23169600.0,24376700.694588523,9240693.601124788,0.00003268314566678299,247142410.06150308,245483945.89541152,1658464.166091528 
 06/10  04:00:00,79111210.5142902,0.0,0.0,19471919.183650862,23169600.0,27266590.80447863,9203100.526029976,0.0001307326683748404,247880328.61057335,244403593.88912946,3476734.7214438855 
 06/10  05:00:00,75848974.33887646,0.0,0.0,27381883.054540057,3861600.0,35695631.795797795,8909859.487656152,0.0008824459252663708,253768283.48331738,236352053.32777756,17416230.155539867 
 06/10  06:00:00,90500185.31989537,0.0,0.0,29139652.803626556,0.0,53083565.932743855,8276966.580452743,0.0030722192115334663,277008045.1170138,218985193.62118426,58022851.49582952 
 06/10  07:00:00,100849814.91483167,0.0,0.0,27343670.668690365,0.0,65388425.55466861,8117718.688204427,0.0032683183101427904,276242583.9791785,214583314.7956326,61659269.183545925 
 06/10  08:00:00,101385069.97070089,0.0,0.0,23919589.281910922,0.0,67967412.13473806,9498068.550914353,0.003137585577737081,281366926.21417636,222131935.4902799,59234990.72389644 
 06/10  09:00:00,91055650.14207642,0.0,0.0,21894332.83187647,0.0,59827593.95937547,9333723.34807911,0.002745387380519945,266792482.14401606,214830326.7990683,51962155.34494778 
 06/10  10:00:00,79998424.62948312,0.0,0.0,21894332.83187647,0.0,49327737.828430556,8776353.966692228,0.0024839219157085216,246457020.03731313,199343421.61166438,47113598.42564876 
 06/10  11:00:00,79972564.93967813,0.0,0.0,21894332.83187647,0.0,49857589.98273835,8220642.123069626,0.0019936741691871022,221908043.20888802,183885489.00692502,38022554.201963015 
 06/10  12:00:00,77797559.46774572,0.0,0.0,21196991.736597914,0.0,49081841.697339155,7518726.032076499,0.0017322087043756798,198109355.22056106,164935357.9378971,33173997.282663967 
 06/10  13:00:00,76911662.47214893,0.0,0.0,21894332.83187647,0.0,47738181.365507215,7279148.273229132,0.001536109605767112,187748063.5060373,158210483.9128476,29537579.59318967 
 06/10  14:00:00,75635301.15673178,0.0,0.0,21894332.83187647,0.0,47208329.211199425,6532639.112315929,0.0013400105071585443,164157908.31435362,138256746.41063824,25901161.903715376 
 06/10  15:00:00,80175767.23832645,0.0,0.0,25218810.400800925,0.0,48797885.67412279,6159071.161866675,0.001536109605767112,157901041.5742225,128363461.98103285,29537579.59318967 
 06/10  16:00:00,105842272.79315454,0.0,0.0,34122296.303782485,0.0,66715671.965376586,5004304.5221978715,0.0017975750705785361,132395835.29342747,98009698.78093871,34386136.51248873 
 06/10  17:00:00,122545378.29304992,0.0,0.0,35865032.71317486,0.0,83933250.955441,2747094.6220482048,0.0023858723664042392,114786772.97720243,69491383.3962908,45295389.58091164 
 06/10  18:00:00,129422677.41561243,0.0,0.0,44004270.89916226,0.0,83236545.25068206,2181861.2629573727,0.0028107537467227995,108144827.09008594,54970532.51531337,53174294.574772574 
 06/10  19:00:00,125913754.0555924,0.0,0.0,50003615.47756618,0.0,73747799.95074739,2162338.624598801,0.0026800210143170886,105201875.6586889,54451859.54356583,50750016.11512306 
 06/10  20:00:00,124589479.6114497,0.0,0.0,50538588.87946207,0.0,71628391.33351626,2422499.396020153,0.0024512387326070945,107665553.49096774,61158024.680231355,46507528.81073639 
 06/10  21:00:00,126589833.70309699,0.0,0.0,38769174.03775253,21238800.0,63729202.49650488,2852657.166845939,0.0019936741691871022,110310704.16223827,72288149.96027526,38022554.201963015 
 06/10  22:00:00,104080726.12378179,0.0,0.0,26999759.196043,23169600.0,50531492.1164157,3379874.8095908887,0.0017322087043756798,119145643.67593484,85971646.39327085,33173997.282663967 
 06/10  23:00:00,83291250.18012471,0.0,0.0,18440184.765708823,23169600.0,37863633.89063428,3817831.5228337934,0.000947812309941409,115954822.55280516,97326496.0280384,18628326.52476677 
 06/10  24:00:00,70483171.38515845,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,4341472.728467889,0.00026146546481142335,116770712.88584648,110869848.27423972,5900864.611606748 
