 07/02  07:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,1490894.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,1523121.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,1552051.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,1582613.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,1610526.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,1639946.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,1682688.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,1722222.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,1760932.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:00:00,19.5,10.82432014,10.50488891,10.01153767,10.49215077,9.97356498,11.51866848,515.4720977,0,21.745111,215.9069591,0,22.20047469,0,785.0736708,23.59397589,0,1044.299827,23.88827422,54.41594286,5.504653584,22.20046327,566.9058,0,22.20091929,1798691.124,0,2808.341027,3557.628098,0,956.9915511,0,0,750.4892294,1305.550798,0,0,2081.768667,2081.768667,1356.1696,1356.1696,2808.341027,3510.426284,1089.503497,3557.628098,8.555689445,7.22,0.633727368,4647.131595,49.66545739,0.020893105,8.555689445,0.633727368,15.15896511,0.009155109,9.686337544,12.99018554,0.398085722,0.009155109,13,81.99999999,0,0,0.073432456,7.22,0.210921836,11.50094153,0.254895401,0.008711175,11.5,19.5,0.254895401,0.008711175,4.5
 07/02  08:02:30,,,,,,,,,,,,,,,,,,,,,,,,,,886641.7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,979342.0293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,1066835.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,1090967.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,2294827.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,2362622.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,2428773.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,2481645.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,2536033.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,2590487.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,2642954.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,2689776.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,2734036.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:00:00,21.9,10.74694253,11.40155819,10.42219003,10.84120762,10.71925545,12.33999878,1297.554545,0,23.56632782,0,818.0459197,23.13443155,0,1777.491683,23.89937138,0,2276.749075,23.89937277,0,664.6183483,22.2754419,0,853.1984562,23.41160489,2808796.725,0,30.05817592,6531.806251,0,0,0,0,43.39699697,0,0,0,2704.410529,2704.410529,3787.925303,3787.925303,30.05817592,37.5727199,1681.162774,6531.806251,9.221118691,7.22,0.776417819,8212.969024,47.14228965,0.000207053,9.221118691,0.776417819,18.33840168,0.009158857,9.692689805,12.99530775,0.596742138,0.009158857,13,82,0,0,0.17732535,7.22,0.292943499,11.50103509,0.254895401,0.008314559,11.5,21.9,0.254895401,0.008314559,4.5
 07/02  09:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,3178759.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,3555567.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,3714913.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,3808570.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,3904624.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,3993543.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4078968.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4162905.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4247959.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4331806.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4413186.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:00:00,24.625,12.19056523,12.79453774,11.55237104,11.9720238,12.15636336,13.58767738,417.5936693,7.083118495,25.0084757,0,1580.307923,23.89846784,0,2243.11792,23.89953349,0,2620.111975,23.89937528,0,793.4165943,23.37264219,0,2088.561053,23.89904786,4492249.192,0,0,10710.05651,0,0,0,0,0,0,0,0,3414.329418,3414.329418,7376.556459,7376.556459,0,0,2590.792243,10710.05651,10.4159767,7.22,0.800533756,13300.84875,47.08255817,0,10.4159767,0.800533756,20.83472353,0.010050121,11.06767732,12.99293244,0.837673646,0.010050121,13,82,0,0,0.278277335,7.22,0.337789499,11.4995787,0.254895401,0.008435068,11.5,24.625,0.254895401,0.008435068,4.5
 07/02  10:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4608759.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4699199.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4778735.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4845893.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4911494.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4977840.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,5029486.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4156708.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4768556.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4943300.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,5001355.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:00:00,26.54166667,13.04314609,13.17986274,12.30522511,12.8224758,13.10476631,13.92287002,0,516.1983444,26.0528673,0,2066.41713,23.8989865,0,2196.545662,23.89914195,0,2573.326753,23.89905984,0,948.8074838,23.8968517,0,2400.883173,23.89893405,5025452.63,0,0,12918.2623,0,0,0,0,0,0,0,0,3908.167992,3908.167992,9044.642191,9044.642191,0,0,3122.511062,12918.2623,11.23995141,7.22,0.780098756,16040.77336,47.08255817,0,11.23995141,0.780098756,21.94891011,0.010424943,11.62401631,13.0001413,0.910833227,0.010424943,13,82,0,0,0.316424726,7.22,0.316554658,11.50008729,0.254895401,0.007807662,11.5,26.54166667,0.254895401,0.007807662,4.5
 07/02  11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4910304.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4799858.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4769002.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4758776.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4761280.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4766301.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4776142.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4792863.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4813096.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4835500.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4859331.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:00:00,27.54166667,12.62470125,12.40748248,11.61774344,12.13290649,12.28524001,13.33811806,0,1070.933164,26.80484396,0,2024.55352,23.89883886,0,1610.738335,23.89899513,0,2409.337449,23.89882352,0,1004.623485,23.89880381,0,2314.187008,23.89878601,4884036.795,0,0,12893.40892,0,0,0,0,0,0,0,0,4156.827981,4156.827981,8470.566309,8470.566309,0,0,3141.728532,12893.40892,11.55152235,7.22,0.711499966,16035.13745,47.08255817,0,11.55152235,0.711499966,22.13750722,0.009728367,10.59407277,13.00036996,0.83783115,0.009728367,13,82,0,0,0.327447882,7.22,0.195893833,11.50003228,0.254895401,0.006334617,11.5,27.54166667,0.254895401,0.006334617,4.5
 07/02  12:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4607307.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4381502.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4326793.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4319403.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4324481.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4331553.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4322893.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4298039.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4265010.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4228371.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4189424.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:00:00,28,11.01679104,10.5715571,9.946953319,10.28186532,10.32141671,11.73627157,0,1259.236455,27.25858154,0,1795.741816,23.89910005,0,1207.496576,23.89914479,0,2155.381872,23.89909616,0,948.9960843,23.89909605,0,1868.986534,23.8990542,4148094.264,0,0,11532.98259,0,0,0,0,0,0,0,0,4272.882623,4272.882623,6888.842694,6888.842694,0,0,2840.039035,11532.98259,10.58825282,7.22,0.819745621,14373.02163,47.08255817,0,10.58825282,0.819745621,21.65405865,0.008668938,8.902532334,13.00385739,0.715393311,0.008668938,13,82,0,0,0.327763625,7.22,0.199662185,11.50162286,0.254895401,0.00603363,11.5,28,0.254895401,0.00603363,4.5
 07/02  13:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4401101.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4551766.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4528555.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4461432.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4381511.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4304187.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4257371.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4233239.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4222637.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4221523.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4229287.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:00:00,26.91666667,9.888493513,9.678280915,9.294938487,9.471157508,9.454799266,10.63589827,0,1242.206262,27.28875968,0,1877.167845,23.89914356,0,1070.82152,23.89917603,0,2108.785873,23.89915861,0,986.5821661,23.89913478,0,2293.356451,23.89899355,4242195.933,0,0,11618.82391,0,0,0,0,0,0,0,0,3990.881322,3990.881322,7407.559559,7407.559559,0,0,2835.289545,11618.82391,10.21865515,7.22,0.925137633,14454.11346,47.08255817,0,10.21865515,0.925137633,21.93528345,0.008095491,7.900142001,12.99783438,0.74813071,0.008095491,13,82,0,0,0.40846571,7.22,0.19002857,11.50001512,0.254895401,0.005770568,11.5,26.91666667,0.254895401,0.005770568,4.5
 07/02  14:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4346369.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4465487.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4561580.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4648957.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4734817.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4822570.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4888528.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4933718.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4970769.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,5002558.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,5030083.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  15:00:00,27.08333333,9.713445831,9.634033733,9.42083419,9.517627643,9.267013868,10.55383339,0,1293.385765,27.15882267,0,2175.869393,23.89911435,0,1103.823215,23.89915446,0,2299.398065,23.89913734,0,1352.358913,23.899074,0,2416.191295,23.89903925,5043904.241,0,0,12839.29309,0,0,0,0,0,0,0,0,4034.602731,4034.602731,8713.865737,8713.865737,0,0,3118.858259,12839.29309,10.47617989,7.22,0.941499463,15958.15135,47.08255817,0,10.47617989,0.941499463,22.42484576,0.008152498,7.993782196,12.99820618,0.83906178,0.008152498,13,82,0,0,0.472167509,7.22,0.191551047,11.50017083,0.254895401,0.005854036,11.5,27.08333333,0.254895401,0.005854036,4.5
 07/02  15:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4937940.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  15:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4860756.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  15:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4842255.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
