Date/Time,SimHVAC:HVAC System Total Heat Rejection Energy [J](TimeStep) 
 07/01  00:05:00,0.0 
 07/01  00:10:00,2.4768100331554e-311 
 07/01  00:15:00,2.4768100331554e-311 
 07/01  00:20:00,2.4768100331554e-311 
 07/01  00:25:00,2.4768100331554e-311 
 07/01  00:30:00,2.4768100331554e-311 
 07/01  00:35:00,2.4768100331554e-311 
 07/01  00:40:00,2.4768100331554e-311 
 07/01  00:45:00,2.4768100331554e-311 
 07/01  00:50:00,2.4768100331554e-311 
 07/01  00:55:00,2.4768100331554e-311 
 07/01  01:00:00,2.4768100331554e-311 
 07/01  01:05:00,2.4768100331554e-311 
 07/01  01:10:00,2.4768100331554e-311 
 07/01  01:15:00,2.4768100331554e-311 
 07/01  01:20:00,2.4768100331554e-311 
 07/01  01:25:00,2.4768100331554e-311 
 07/01  01:30:00,2.4768100331554e-311 
 07/01  01:35:00,2.4768100331554e-311 
 07/01  01:40:00,2.4768100331554e-311 
 07/01  01:45:00,2.4768100331554e-311 
 07/01  01:50:00,2.4768100331554e-311 
 07/01  01:55:00,2.4768100331554e-311 
 07/01  02:00:00,2.4768100331554e-311 
 07/01  02:05:00,2.4768100331554e-311 
 07/01  02:10:00,2.4768100331554e-311 
 07/01  02:15:00,2.4768100331554e-311 
 07/01  02:20:00,2.4768100331554e-311 
 07/01  02:25:00,2.4768100331554e-311 
 07/01  02:30:00,2.4768100331554e-311 
 07/01  02:35:00,2.4768100331554e-311 
 07/01  02:40:00,2.4768100331554e-311 
 07/01  02:45:00,2.4768100331554e-311 
 07/01  02:50:00,2.4768100331554e-311 
 07/01  02:55:00,2.4768100331554e-311 
 07/01  03:00:00,2.4768100331554e-311 
 07/01  03:05:00,2.4768100331554e-311 
 07/01  03:10:00,2.4768100331554e-311 
 07/01  03:15:00,2.4768100331554e-311 
 07/01  03:20:00,2.4768100331554e-311 
 07/01  03:25:00,2.4768100331554e-311 
 07/01  03:30:00,2.4768100331554e-311 
 07/01  03:35:00,2.4768100331554e-311 
 07/01  03:40:00,2.4768100331554e-311 
 07/01  03:45:00,2.4768100331554e-311 
 07/01  03:50:00,2.4768100331554e-311 
 07/01  03:55:00,2.4768100331554e-311 
 07/01  04:00:00,2.4768100331554e-311 
 07/01  04:05:00,2.4768100331554e-311 
 07/01  04:10:00,2.4768100331554e-311 
 07/01  04:15:00,2.4768100331554e-311 
 07/01  04:20:00,2.4768100331554e-311 
 07/01  04:25:00,2.4768100331554e-311 
 07/01  04:30:00,2.4768100331554e-311 
 07/01  04:35:00,2.4768100331554e-311 
 07/01  04:40:00,2.4768100331554e-311 
 07/01  04:45:00,2.4768100331554e-311 
 07/01  04:50:00,2.4768100331554e-311 
 07/01  04:55:00,2.4768100331554e-311 
 07/01  05:00:00,2.4768100331554e-311 
 07/01  05:05:00,2.4768100331554e-311 
 07/01  05:10:00,2.4768100331554e-311 
 07/01  05:15:00,2.4768100331554e-311 
 07/01  05:20:00,2.4768100331554e-311 
 07/01  05:25:00,2.4768100331554e-311 
 07/01  05:30:00,2.4768100331554e-311 
 07/01  05:35:00,2.4768100331554e-311 
 07/01  05:40:00,2.4768100331554e-311 
 07/01  05:45:00,2.4768100331554e-311 
 07/01  05:50:00,2.4768100331554e-311 
 07/01  05:55:00,2.4768100331554e-311 
 07/01  06:00:00,2.4768100331554e-311 
 07/01  06:05:00,2.4768100331554e-311 
 07/01  06:10:00,2.4768100331554e-311 
 07/01  06:15:00,2.4768100331554e-311 
 07/01  06:20:00,2.4768100331554e-311 
 07/01  06:25:00,2.4768100331554e-311 
 07/01  06:30:00,2.4768100331554e-311 
 07/01  06:35:00,2.4768100331554e-311 
 07/01  06:40:00,2.4768100331554e-311 
 07/01  06:45:00,2.4768100331554e-311 
 07/01  06:50:00,2.4768100331554e-311 
 07/01  06:55:00,2.4768100331554e-311 
 07/01  07:00:00,2.4768100331554e-311 
 07/01  07:05:00,2.4768100331554e-311 
 07/01  07:10:00,2.4768100331554e-311 
 07/01  07:15:00,2.4768100331554e-311 
 07/01  07:20:00,2.4768100331554e-311 
 07/01  07:25:00,2.4768100331554e-311 
 07/01  07:30:00,2.4768100331554e-311 
 07/01  07:35:00,2.4768100331554e-311 
 07/01  07:40:00,2.4768100331554e-311 
 07/01  07:45:00,2.4768100331554e-311 
 07/01  07:50:00,2.4768100331554e-311 
 07/01  07:55:00,2.4768100331554e-311 
 07/01  08:00:00,2.4768100331554e-311 
 07/01  08:05:00,2.4768100331554e-311 
 07/01  08:10:00,2.4768100331554e-311 
 07/01  08:15:00,2.4768100331554e-311 
 07/01  08:20:00,2.4768100331554e-311 
 07/01  08:25:00,2.4768100331554e-311 
 07/01  08:30:00,2.4768100331554e-311 
 07/01  08:35:00,2.4768100331554e-311 
 07/01  08:40:00,349397.23198945675 
 07/01  08:45:00,2.4768100331554e-311 
 07/01  08:50:00,68740.05623551084 
 07/01  08:55:00,137133.31709777255 
 07/01  09:00:00,93454.45888148976 
 07/01  09:05:00,101501.33042693275 
 07/01  09:10:00,2.4768100331554e-311 
 07/01  09:15:00,2.4768100331554e-311 
 07/01  09:20:00,2.4768100331554e-311 
 07/01  09:25:00,375732.07840339025 
 07/01  09:30:00,2.4768100331554e-311 
 07/01  09:35:00,64117.76355096184 
 07/01  09:40:00,136342.39914853164 
 07/01  09:45:00,83535.92623432333 
 07/01  09:50:00,88630.53232340651 
 07/01  09:55:00,2.4768100331554e-311 
 07/01  10:00:00,2.4768100331554e-311 
 07/01  10:05:00,2.4768100331554e-311 
 07/01  10:10:00,2.4768100331554e-311 
 07/01  10:15:00,2.4768100331554e-311 
 07/01  10:20:00,2.4768100331554e-311 
 07/01  10:25:00,2.4768100331554e-311 
 07/01  10:30:00,2.4768100331554e-311 
 07/01  10:35:00,2.4768100331554e-311 
 07/01  10:40:00,2.4768100331554e-311 
 07/01  10:45:00,2.4768100331554e-311 
 07/01  10:50:00,2.4768100331554e-311 
 07/01  10:55:00,2.4768100331554e-311 
 07/01  11:00:00,2.4768100331554e-311 
 07/01  11:05:00,2.4768100331554e-311 
 07/01  11:10:00,2.4768100331554e-311 
 07/01  11:15:00,2.4768100331554e-311 
 07/01  11:20:00,2.4768100331554e-311 
 07/01  11:25:00,2.4768100331554e-311 
 07/01  11:30:00,2.4768100331554e-311 
 07/01  11:35:00,2.4768100331554e-311 
 07/01  11:40:00,2.4768100331554e-311 
 07/01  11:45:00,2.4768100331554e-311 
 07/01  11:50:00,2.4768100331554e-311 
 07/01  11:55:00,2.4768100331554e-311 
 07/01  12:00:00,2.4768100331554e-311 
 07/01  12:05:00,2.4768100331554e-311 
 07/01  12:10:00,2.4768100331554e-311 
 07/01  12:15:00,2.4768100331554e-311 
 07/01  12:20:00,2.4768100331554e-311 
 07/01  12:25:00,2.4768100331554e-311 
 07/01  12:30:00,2.4768100331554e-311 
 07/01  12:35:00,2.4768100331554e-311 
 07/01  12:40:00,2.4768100331554e-311 
 07/01  12:45:00,2.4768100331554e-311 
 07/01  12:50:00,2.4768100331554e-311 
 07/01  12:55:00,2.4768100331554e-311 
 07/01  13:00:00,2.4768100331554e-311 
 07/01  13:05:00,2.4768100331554e-311 
 07/01  13:10:00,2.4768100331554e-311 
 07/01  13:15:00,2.4768100331554e-311 
 07/01  13:20:00,2.4768100331554e-311 
 07/01  13:25:00,2.4768100331554e-311 
 07/01  13:30:00,2.4768100331554e-311 
 07/01  13:35:00,2.4768100331554e-311 
 07/01  13:40:00,2.4768100331554e-311 
 07/01  13:45:00,2.4768100331554e-311 
 07/01  13:50:00,2.4768100331554e-311 
 07/01  13:55:00,2.4768100331554e-311 
 07/01  14:00:00,2.4768100331554e-311 
 07/01  14:05:00,2.4768100331554e-311 
 07/01  14:10:00,2.4768100331554e-311 
 07/01  14:15:00,2.4768100331554e-311 
 07/01  14:20:00,2.4768100331554e-311 
 07/01  14:25:00,2.4768100331554e-311 
 07/01  14:30:00,2.4768100331554e-311 
 07/01  14:35:00,2.4768100331554e-311 
 07/01  14:40:00,2.4768100331554e-311 
 07/01  14:45:00,2.4768100331554e-311 
 07/01  14:50:00,2.4768100331554e-311 
 07/01  14:55:00,704361.378132186 
 07/01  15:00:00,2.4768100331554e-311 
 07/01  15:05:00,81217.55469391614 
 07/01  15:10:00,273397.8813513384 
 07/01  15:15:00,154842.07249878213 
 07/01  15:20:00,175134.29196144006 
 07/01  15:25:00,2.4768100331554e-311 
 07/01  15:30:00,2.4768100331554e-311 
 07/01  15:35:00,2.4768100331554e-311 
 07/01  15:40:00,384500.68056098954 
 07/01  15:45:00,2.4768100331554e-311 
 07/01  15:50:00,827430.7815588656 
 07/01  15:55:00,164876.95573646005 
 07/01  16:00:00,223392.6696892569 
 07/01  16:05:00,431805.64900523995 
 07/01  16:10:00,158751.90267612028 
 07/01  16:15:00,179227.5946426393 
 07/01  16:20:00,520928.85222044075 
 07/01  16:25:00,2.4768100331554e-311 
 07/01  16:30:00,233693.40308053943 
 07/01  16:35:00,208486.4050277602 
 07/01  16:40:00,211498.31951786828 
 07/01  16:45:00,942822.1927477336 
 07/01  16:50:00,2.4768100331554e-311 
 07/01  16:55:00,82835.16842111081 
 07/01  17:00:00,939770.2678517275 
 07/01  17:05:00,171591.1665117914 
 07/01  17:10:00,477704.87681216095 
 07/01  17:15:00,257782.63425323446 
 07/01  17:20:00,258320.8990538541 
 07/01  17:25:00,263044.4651673705 
 07/01  17:30:00,2.4768100331554e-311 
 07/01  17:35:00,2.4768100331554e-311 
 07/01  17:40:00,1439486.35621218 
 07/01  17:45:00,8942.786255472893 
 07/01  17:50:00,406715.814442956 
 07/01  17:55:00,543253.544008319 
 07/01  18:00:00,412761.69140035403 
 07/01  18:05:00,424681.14091541455 
 07/01  18:10:00,2.4768100331554e-311 
 07/01  18:15:00,2.4768100331554e-311 
 07/01  18:20:00,584766.8526093395 
 07/01  18:25:00,2.4768100331554e-311 
 07/01  18:30:00,209304.8154128964 
 07/01  18:35:00,192356.50309093218 
 07/01  18:40:00,160926.0087457728 
 07/01  18:45:00,151763.50503651143 
 07/01  18:50:00,2.4768100331554e-311 
 07/01  18:55:00,2.4768100331554e-311 
 07/01  19:00:00,2.4768100331554e-311 
 07/01  19:05:00,384356.5312140257 
 07/01  19:10:00,2.4768100331554e-311 
 07/01  19:15:00,17237.32577270402 
 07/01  19:20:00,115063.05101341518 
 07/01  19:25:00,31653.317934421517 
 07/01  19:30:00,29344.364650108648 
 07/01  19:35:00,2.4768100331554e-311 
 07/01  19:40:00,2.4768100331554e-311 
 07/01  19:45:00,2.4768100331554e-311 
 07/01  19:50:00,2.4768100331554e-311 
 07/01  19:55:00,2.4768100331554e-311 
 07/01  20:00:00,2.4768100331554e-311 
 07/01  20:05:00,2.4768100331554e-311 
 07/01  20:10:00,2.4768100331554e-311 
 07/01  20:15:00,2.4768100331554e-311 
 07/01  20:20:00,2.4768100331554e-311 
 07/01  20:25:00,2.4768100331554e-311 
 07/01  20:30:00,2.4768100331554e-311 
 07/01  20:35:00,2.4768100331554e-311 
 07/01  20:40:00,2.4768100331554e-311 
 07/01  20:45:00,2.4768100331554e-311 
 07/01  20:50:00,2.4768100331554e-311 
 07/01  20:55:00,2.4768100331554e-311 
 07/01  21:00:00,2.4768100331554e-311 
 07/01  21:05:00,2.4768100331554e-311 
 07/01  21:10:00,2.4768100331554e-311 
 07/01  21:15:00,2.4768100331554e-311 
 07/01  21:20:00,2.4768100331554e-311 
 07/01  21:25:00,2.4768100331554e-311 
 07/01  21:30:00,2.4768100331554e-311 
 07/01  21:35:00,2.4768100331554e-311 
 07/01  21:40:00,2.4768100331554e-311 
 07/01  21:45:00,2.4768100331554e-311 
 07/01  21:50:00,2.4768100331554e-311 
 07/01  21:55:00,2.4768100331554e-311 
 07/01  22:00:00,2.4768100331554e-311 
 07/01  22:05:00,2.4768100331554e-311 
 07/01  22:10:00,2.4768100331554e-311 
 07/01  22:15:00,2.4768100331554e-311 
 07/01  22:20:00,2.4768100331554e-311 
 07/01  22:25:00,2.4768100331554e-311 
 07/01  22:30:00,2.4768100331554e-311 
 07/01  22:35:00,2.4768100331554e-311 
 07/01  22:40:00,2.4768100331554e-311 
 07/01  22:45:00,2.4768100331554e-311 
 07/01  22:50:00,2.4768100331554e-311 
 07/01  22:55:00,2.4768100331554e-311 
 07/01  23:00:00,2.4768100331554e-311 
 07/01  23:05:00,2.4768100331554e-311 
 07/01  23:10:00,2.4768100331554e-311 
 07/01  23:15:00,2.4768100331554e-311 
 07/01  23:20:00,2.4768100331554e-311 
 07/01  23:25:00,2.4768100331554e-311 
 07/01  23:30:00,2.4768100331554e-311 
 07/01  23:35:00,2.4768100331554e-311 
 07/01  23:40:00,2.4768100331554e-311 
 07/01  23:45:00,2.4768100331554e-311 
 07/01  23:50:00,2.4768100331554e-311 
 07/01  23:55:00,2.4768100331554e-311 
 07/01  24:00:00,2.4768100331554e-311 
 07/02  00:05:00,2.4768100331554e-311 
 07/02  00:10:00,2.4768100331554e-311 
 07/02  00:15:00,2.4768100331554e-311 
 07/02  00:20:00,2.4768100331554e-311 
 07/02  00:25:00,2.4768100331554e-311 
 07/02  00:30:00,2.4768100331554e-311 
 07/02  00:35:00,2.4768100331554e-311 
 07/02  00:40:00,2.4768100331554e-311 
 07/02  00:45:00,2.4768100331554e-311 
 07/02  00:50:00,2.4768100331554e-311 
 07/02  00:55:00,2.4768100331554e-311 
 07/02  01:00:00,2.4768100331554e-311 
 07/02  01:05:00,2.4768100331554e-311 
 07/02  01:10:00,2.4768100331554e-311 
 07/02  01:15:00,2.4768100331554e-311 
 07/02  01:20:00,2.4768100331554e-311 
 07/02  01:25:00,2.4768100331554e-311 
 07/02  01:30:00,2.4768100331554e-311 
 07/02  01:35:00,2.4768100331554e-311 
 07/02  01:40:00,2.4768100331554e-311 
 07/02  01:45:00,2.4768100331554e-311 
 07/02  01:50:00,2.4768100331554e-311 
 07/02  01:55:00,2.4768100331554e-311 
 07/02  02:00:00,2.4768100331554e-311 
 07/02  02:05:00,2.4768100331554e-311 
 07/02  02:10:00,2.4768100331554e-311 
 07/02  02:15:00,2.4768100331554e-311 
 07/02  02:20:00,2.4768100331554e-311 
 07/02  02:25:00,2.4768100331554e-311 
 07/02  02:30:00,2.4768100331554e-311 
 07/02  02:35:00,2.4768100331554e-311 
 07/02  02:40:00,2.4768100331554e-311 
 07/02  02:45:00,2.4768100331554e-311 
 07/02  02:50:00,2.4768100331554e-311 
 07/02  02:55:00,2.4768100331554e-311 
 07/02  03:00:00,2.4768100331554e-311 
 07/02  03:05:00,2.4768100331554e-311 
 07/02  03:10:00,2.4768100331554e-311 
 07/02  03:15:00,2.4768100331554e-311 
 07/02  03:20:00,2.4768100331554e-311 
 07/02  03:25:00,2.4768100331554e-311 
 07/02  03:30:00,2.4768100331554e-311 
 07/02  03:35:00,2.4768100331554e-311 
 07/02  03:40:00,2.4768100331554e-311 
 07/02  03:45:00,2.4768100331554e-311 
 07/02  03:50:00,2.4768100331554e-311 
 07/02  03:55:00,2.4768100331554e-311 
 07/02  04:00:00,2.4768100331554e-311 
 07/02  04:05:00,2.4768100331554e-311 
 07/02  04:10:00,2.4768100331554e-311 
 07/02  04:15:00,2.4768100331554e-311 
 07/02  04:20:00,2.4768100331554e-311 
 07/02  04:25:00,2.4768100331554e-311 
 07/02  04:30:00,2.4768100331554e-311 
 07/02  04:35:00,2.4768100331554e-311 
 07/02  04:40:00,2.4768100331554e-311 
 07/02  04:45:00,2.4768100331554e-311 
 07/02  04:50:00,2.4768100331554e-311 
 07/02  04:55:00,2.4768100331554e-311 
 07/02  05:00:00,2.4768100331554e-311 
 07/02  05:05:00,9338596.574651629 
 07/02  05:10:00,7453222.8254930135 
 07/02  05:15:00,6367625.983503428 
 07/02  05:20:00,7600350.42676257 
 07/02  05:25:00,7060678.206038109 
 07/02  05:30:00,6885733.927331096 
 07/02  05:35:00,6763082.319840661 
 07/02  05:40:00,6658803.715051875 
 07/02  05:45:00,6567587.737483942 
 07/02  05:50:00,6487271.484235999 
 07/02  05:55:00,6424822.819490893 
 07/02  06:00:00,6364692.508718057 
 07/02  06:05:00,5805744.995443768 
 07/02  06:10:00,5788649.321962483 
 07/02  06:15:00,5772962.430886937 
 07/02  06:20:00,5760044.970711324 
 07/02  06:25:00,5750734.705921993 
 07/02  06:30:00,5744750.258351469 
 07/02  06:35:00,5736877.408017272 
 07/02  06:40:00,5730352.712662352 
 07/02  06:45:00,5725878.289569914 
 07/02  06:50:00,5722661.471928094 
 07/02  06:55:00,5721823.541544772 
 07/02  07:00:00,5722726.530580003 
 07/02  07:05:00,6709821.006231644 
 07/02  07:10:00,6733475.518433032 
 07/02  07:15:00,6757194.492927721 
 07/02  07:20:00,6782950.861476764 
 07/02  07:25:00,6810870.696376954 
 07/02  07:30:00,6836291.746415312 
 07/02  07:35:00,6858602.710150583 
 07/02  07:40:00,6879533.23335927 
 07/02  07:45:00,6899321.553317291 
 07/02  07:50:00,6918031.070367202 
 07/02  07:55:00,6935713.217210311 
 07/02  08:00:00,6952408.806462981 
 07/02  08:05:00,6970561.738089552 
 07/02  08:10:00,6987979.411238486 
 07/02  08:15:00,7005271.801165849 
 07/02  08:20:00,7022513.374286278 
 07/02  08:25:00,7039351.18402809 
 07/02  08:30:00,7055804.224200321 
 07/02  08:35:00,7070655.754258288 
 07/02  08:40:00,7084652.24196291 
 07/02  08:45:00,7098948.272690205 
 07/02  08:50:00,7113440.964804948 
 07/02  08:55:00,7126356.765010063 
 07/02  09:00:00,7136776.293081592 
 07/02  09:05:00,6628582.290377042 
 07/02  09:10:00,7005234.293933898 
 07/02  09:15:00,6851932.893595071 
 07/02  09:20:00,6903230.531920787 
 07/02  09:25:00,6924385.987448957 
 07/02  09:30:00,6943412.105968053 
 07/02  09:35:00,6965923.205801588 
 07/02  09:40:00,6987746.309706735 
 07/02  09:45:00,7010434.500042191 
 07/02  09:50:00,7034664.689388478 
 07/02  09:55:00,7058420.758842793 
 07/02  10:00:00,7082317.651732013 
 07/02  10:05:00,7484478.384191185 
 07/02  10:10:00,7362452.874762891 
 07/02  10:15:00,7398908.729034165 
 07/02  10:20:00,7413772.112849023 
 07/02  10:25:00,7404079.479800863 
 07/02  10:30:00,7400131.979646086 
 07/02  10:35:00,7385284.336261561 
 07/02  10:40:00,7367093.153314475 
 07/02  10:45:00,7347245.0671857465 
 07/02  10:50:00,7326073.226514165 
 07/02  10:55:00,7311607.361195323 
 07/02  11:00:00,7292897.8509070575 
 07/02  11:05:00,6604969.363790052 
 07/02  11:10:00,6965067.076408904 
 07/02  11:15:00,6749394.389549123 
 07/02  11:20:00,6759071.092911546 
 07/02  11:25:00,6745683.585476622 
 07/02  11:30:00,6726144.7324549705 
 07/02  11:35:00,6716294.659621727 
 07/02  11:40:00,6711891.696271693 
 07/02  11:45:00,6707483.908468583 
 07/02  11:50:00,6703028.453208874 
 07/02  11:55:00,6698656.292542337 
 07/02  12:00:00,6696251.604462051 
 07/02  12:05:00,7289781.658492871 
 07/02  12:10:00,6979733.793227397 
 07/02  12:15:00,7114392.057579422 
 07/02  12:20:00,7089026.60025682 
 07/02  12:25:00,7085524.985786099 
 07/02  12:30:00,7085215.849155452 
 07/02  12:35:00,7072932.032824658 
 07/02  12:40:00,7057791.569792434 
 07/02  12:45:00,7040940.665112426 
 07/02  12:50:00,7023816.150513003 
 07/02  12:55:00,7007092.06296824 
 07/02  13:00:00,6989206.007131185 
 07/02  13:05:00,6394999.029697296 
 07/02  13:10:00,6753628.003431948 
 07/02  13:15:00,6525056.850652951 
 07/02  13:20:00,6526287.349419367 
 07/02  13:25:00,6488873.315456713 
 07/02  13:30:00,6447589.908800981 
 07/02  13:35:00,6424540.717918067 
 07/02  13:40:00,6403404.784572049 
 07/02  13:45:00,6388404.431743258 
 07/02  13:50:00,6376813.356579056 
 07/02  13:55:00,6367470.4167840285 
 07/02  14:00:00,6361625.805048658 
 07/02  14:05:00,6884518.541148573 
 07/02  14:10:00,6598483.542085549 
 07/02  14:15:00,6760728.369272954 
 07/02  14:20:00,6768663.210271002 
 07/02  14:25:00,6801009.9729633685 
 07/02  14:30:00,6839826.765418816 
 07/02  14:35:00,6855919.836755201 
 07/02  14:40:00,6868712.774207765 
 07/02  14:45:00,6880643.632822408 
 07/02  14:50:00,6893126.601636417 
 07/02  14:55:00,6903452.368159979 
 07/02  15:00:00,6905733.903260253 
 07/02  15:05:00,6902764.880286974 
 07/02  15:10:00,6899497.354434883 
 07/02  15:15:00,6897533.282362834 
 07/02  15:20:00,6895927.298756325 
 07/02  15:25:00,6891156.267581297 
 07/02  15:30:00,6887856.591292671 
 07/02  15:35:00,6901359.420279308 
 07/02  15:40:00,6922842.6717037875 
 07/02  15:45:00,6941632.179766326 
 07/02  15:50:00,6960532.738950973 
 07/02  15:55:00,6991738.761354023 
 07/02  16:00:00,7015240.822573997 
 07/02  16:05:00,6379169.438424626 
 07/02  16:10:00,6178997.461297359 
 07/02  16:15:00,6185710.008156862 
 07/02  16:20:00,6190557.848187361 
 07/02  16:25:00,6157035.93623662 
 07/02  16:30:00,6137296.746908929 
 07/02  16:35:00,6109956.829044411 
 07/02  16:40:00,6082980.222404491 
 07/02  16:45:00,6057162.997256709 
 07/02  16:50:00,6032337.278428691 
 07/02  16:55:00,6007915.546083023 
 07/02  17:00:00,5986693.429269 
 07/02  17:05:00,2.4768100331554e-311 
 07/02  17:10:00,2.4768100331554e-311 
 07/02  17:15:00,2.4768100331554e-311 
 07/02  17:20:00,2.4768100331554e-311 
 07/02  17:25:00,2.4768100331554e-311 
 07/02  17:30:00,2.4768100331554e-311 
 07/02  17:35:00,2.4768100331554e-311 
 07/02  17:40:00,2.4768100331554e-311 
 07/02  17:45:00,2.4768100331554e-311 
 07/02  17:50:00,2.4768100331554e-311 
 07/02  17:55:00,2.4768100331554e-311 
 07/02  18:00:00,2.4768100331554e-311 
 07/02  18:05:00,2.4768100331554e-311 
 07/02  18:10:00,2.4768100331554e-311 
 07/02  18:15:00,2.4768100331554e-311 
 07/02  18:20:00,2.4768100331554e-311 
 07/02  18:25:00,2.4768100331554e-311 
 07/02  18:30:00,2.4768100331554e-311 
 07/02  18:35:00,2.4768100331554e-311 
 07/02  18:40:00,2.4768100331554e-311 
 07/02  18:45:00,2.4768100331554e-311 
 07/02  18:50:00,2.4768100331554e-311 
 07/02  18:55:00,2.4768100331554e-311 
 07/02  19:00:00,2.4768100331554e-311 
 07/02  19:05:00,2.4768100331554e-311 
 07/02  19:10:00,2.4768100331554e-311 
 07/02  19:15:00,2.4768100331554e-311 
 07/02  19:20:00,2.4768100331554e-311 
 07/02  19:25:00,2.4768100331554e-311 
 07/02  19:30:00,2.4768100331554e-311 
 07/02  19:35:00,2.4768100331554e-311 
 07/02  19:40:00,2.4768100331554e-311 
 07/02  19:45:00,2.4768100331554e-311 
 07/02  19:50:00,2.4768100331554e-311 
 07/02  19:55:00,2.4768100331554e-311 
 07/02  20:00:00,2.4768100331554e-311 
 07/02  20:05:00,2.4768100331554e-311 
 07/02  20:10:00,2.4768100331554e-311 
 07/02  20:15:00,2.4768100331554e-311 
 07/02  20:20:00,2.4768100331554e-311 
 07/02  20:25:00,2.4768100331554e-311 
 07/02  20:30:00,2.4768100331554e-311 
 07/02  20:35:00,2.4768100331554e-311 
 07/02  20:40:00,2.4768100331554e-311 
 07/02  20:45:00,2.4768100331554e-311 
 07/02  20:50:00,2.4768100331554e-311 
 07/02  20:55:00,2.4768100331554e-311 
 07/02  21:00:00,2.4768100331554e-311 
 07/02  21:05:00,2.4768100331554e-311 
 07/02  21:10:00,2.4768100331554e-311 
 07/02  21:15:00,2.4768100331554e-311 
 07/02  21:20:00,2.4768100331554e-311 
 07/02  21:25:00,2.4768100331554e-311 
 07/02  21:30:00,2.4768100331554e-311 
 07/02  21:35:00,2.4768100331554e-311 
 07/02  21:40:00,2.4768100331554e-311 
 07/02  21:45:00,2.4768100331554e-311 
 07/02  21:50:00,2.4768100331554e-311 
 07/02  21:55:00,2.4768100331554e-311 
 07/02  22:00:00,2.4768100331554e-311 
 07/02  22:05:00,2.4768100331554e-311 
 07/02  22:10:00,2.4768100331554e-311 
 07/02  22:15:00,2.4768100331554e-311 
 07/02  22:20:00,2.4768100331554e-311 
 07/02  22:25:00,2.4768100331554e-311 
 07/02  22:30:00,2.4768100331554e-311 
 07/02  22:35:00,2.4768100331554e-311 
 07/02  22:40:00,2.4768100331554e-311 
 07/02  22:45:00,2.4768100331554e-311 
 07/02  22:50:00,2.4768100331554e-311 
 07/02  22:55:00,2.4768100331554e-311 
 07/02  23:00:00,2.4768100331554e-311 
 07/02  23:05:00,2.4768100331554e-311 
 07/02  23:10:00,2.4768100331554e-311 
 07/02  23:15:00,2.4768100331554e-311 
 07/02  23:20:00,2.4768100331554e-311 
 07/02  23:25:00,2.4768100331554e-311 
 07/02  23:30:00,2.4768100331554e-311 
 07/02  23:35:00,2.4768100331554e-311 
 07/02  23:40:00,2.4768100331554e-311 
 07/02  23:45:00,2.4768100331554e-311 
 07/02  23:50:00,2.4768100331554e-311 
 07/02  23:55:00,2.4768100331554e-311 
 07/02  24:00:00,2.4768100331554e-311 
