last_time_in_seconds,curr_sim_time_in_seconds,coordination.ep_accumulated_waste_heat
300.0,300.0,900948.9319320425
600.0,600.0,914159.5127371962
900.0,900.0,924106.0472206612
1200.0,1200.0,934141.9243776993
1499.9999999999998,1499.9999999999998,944102.9068774409
1800.0,1800.0,953991.6889712953
2099.9999999999995,2099.9999999999995,963818.6889804038
2400.0,2400.0,973546.3358262929
2700.0,2700.0,983212.3559746353
2999.9999999999995,2999.9999999999995,992779.3815201526
3300.0,3300.0,1002271.442825686
3600.0,3600.0,1011727.4267946042
3899.9999999999995,3899.9999999999995,1022968.4687398394
4200.0,4200.0,1030753.836009453
4500.0,4500.0,1035963.2951892582
4800.0,4800.0,1041053.8342013148
5099.999999999999,5099.999999999999,1045999.3644184498
5400.0,5400.0,1050907.230396452
5700.0,5700.0,1055705.9581449276
5999.999999999999,5999.999999999999,1060407.3382055666
6300.0,6300.0,1065014.0987980878
6600.0,6600.0,1069584.4311568136
6899.999999999999,6899.999999999999,1074082.321999239
7200.0,7200.0,1078503.7067965826
7500.000000000001,7500.000000000001,1086030.6659613831
7799.999999999999,7799.999999999999,1090670.1183328521
8100.0,8100.0,1095209.5661096324
8400.0,8400.0,1099696.6615293773
8700.0,8700.0,1104150.998381889
9000.0,9000.0,1108556.8016796126
9299.999999999998,9299.999999999998,1112916.3799934164
9600.0,9600.0,1117233.5616123904
9900.0,9900.0,1121499.0954379975
10199.999999999998,10199.999999999998,1125696.2414802748
10500.0,10500.0,1129867.1366830033
10800.0,10800.0,1134003.4896263168
11100.0,11100.0,1129527.3465344035
11400.0,11400.0,1128347.7870263697
11700.0,11700.0,1130206.1376640084
12000.0,12000.0,1132185.4150004613
12300.0,12300.0,1134203.651706693
12600.0,12600.0,1136249.928636016
12899.999999999998,12899.999999999998,1138321.0759616287
13200.0,13200.0,1140399.2765461334
13500.0,13500.0,1142468.5509731593
13799.999999999998,13799.999999999998,1144565.5720433376
14100.0,14100.0,1146682.3243628961
14400.0,14400.0,1148797.6760869147
14699.999999999998,14699.999999999998,1131030.5435833398
15000.000000000002,15000.000000000002,1118975.9864262927
15300.0,15300.0,1126777.944211632
15599.999999999998,15599.999999999998,1134845.5158329988
15900.000000000002,15900.000000000002,1143065.8951734542
16200.0,16200.0,1151426.050503364
16500.0,16500.0,1159896.6060580197
16800.0,16800.0,1167467.6206479995
17100.0,17100.0,1176238.3429576037
17400.0,17400.0,1184848.1478869566
17700.0,17700.0,1193452.2441365682
18000.0,18000.0,1202073.3023667203
18300.0,18300.0,1156272.5840720974
18600.0,18600.0,1095638.2160383114
18900.0,18900.0,1089679.874382801
19200.0,19200.0,1083819.3861330268
19500.0,19500.0,1077998.764213992
19800.0,19800.0,1072213.9534616529
20100.0,20100.0,1065687.497771341
20400.0,20400.0,1058977.6742057872
20700.0,20700.0,1052155.4323171787
21000.0,21000.0,1045289.0051492564
21300.0,21300.0,1038387.6879809701
21600.0,21600.0,1031439.7319346374
21900.0,21900.0,1011446.4444138191
22200.0,22200.0,990081.9179603187
22500.0,22500.0,973529.3379554527
22800.0,22800.0,956846.2175193264
23100.0,23100.0,939979.8277040909
23400.0,23400.0,923136.1787410581
23700.0,23700.0,908456.9566414971
24000.0,24000.0,893833.7672067363
24300.0,24300.0,879456.2461578122
24600.0,24600.0,865083.8501187656
24900.0,24900.0,851294.2844306773
25200.0,25200.0,837449.2712456228
25500.0,25500.0,916512.3935138409
25800.0,25800.0,921182.4374114072
26100.0,26100.0,918190.4622775629
26400.0,26400.0,914791.9345457822
26700.0,26700.0,911186.3012580788
27000.0,27000.0,907337.6959132376
27300.0,27300.0,902639.3697179115
27600.0,27600.0,897680.570076094
27900.0,27900.0,892568.9961470566
28200.0,28200.0,887273.0831582695
28500.0,28500.0,881865.6761548144
28800.0,28800.0,876313.6414358676
29100.000000000004,29100.000000000004,893156.2971283542
29399.999999999996,29399.999999999996,897812.2563956566
29700.0,29700.0,892631.2611155543
30000.000000000004,30000.000000000004,887337.3986249955
30299.999999999996,30299.999999999996,881977.0637709107
30600.0,30600.0,876517.3137712051
30900.000000000004,30900.000000000004,870447.9941078416
31199.999999999996,31199.999999999996,864140.317315435
31500.0,31500.0,857767.1743539176
31800.000000000004,31800.000000000004,851280.1039186565
32099.999999999996,32099.999999999996,844715.7360913593
32400.0,32400.0,838051.8507766004
32700.000000000004,32700.000000000004,821658.9007574867
33000.0,33000.0,817117.470073618
33300.0,33300.0,806347.376885378
33600.0,33600.0,795557.4916752799
33900.0,33900.0,784762.3328001895
34200.0,34200.0,773929.3747788388
34500.0,34500.0,762296.6476667488
34800.0,34800.0,750584.7147813056
35100.0,35100.0,738878.245298536
35400.0,35400.0,726999.1478079697
35700.0,35700.0,715209.4934336966
36000.0,36000.0,703302.9396120734
36300.0,36300.0,685237.5236332936
36600.0,36600.0,682712.571703316
36900.0,36900.0,668607.132728237
37200.0,37200.0,654752.6885785267
37500.0,37500.0,642409.8205562361
37800.0,37800.0,630081.1025506589
38100.0,38100.0,615470.8502530276
38400.0,38400.0,600583.1706162605
38700.0,38700.0,585805.7278337083
39000.0,39000.0,570843.539358774
39300.0,39300.0,556058.9577173536
39600.0,39600.0,541295.2060754214
39900.0,39900.0,519607.69713133003
40200.0,40200.0,500248.2739192097
40500.0,40500.0,476417.1264859901
40800.0,40800.0,452422.30099929764
41100.0,41100.0,428302.6653880449
41400.0,41400.0,403743.2535687692
41700.0,41700.0,383027.9415412288
42000.0,42000.0,362429.2378175976
42300.0,42300.0,341640.53566623176
42600.0,42600.0,319920.6642322998
42900.0,42900.0,298046.8681844556
43200.0,43200.0,276727.69668926834
43500.0,43500.0,264937.5047977429
43800.0,43800.0,250259.67032876922
44100.0,44100.0,232626.61225018313
44400.0,44400.0,214493.50110271847
44700.0,44700.0,195933.0725784246
45000.0,45000.0,176886.75382238213
45300.0,45300.0,158706.86452446922
45600.0,45600.0,140367.3905691111
45900.0,45900.0,121858.35214268815
46200.0,46200.0,103144.19927948879
46500.0,46500.0,84287.85299735761
46800.0,46800.0,65166.41415112273
47100.0,47100.0,58772.577823647065
47400.0,47400.0,53079.298175180294
47700.0,47700.0,45188.85689940447
48000.0,48000.0,37153.54473454229
48300.0,48300.0,30561.042930690794
48600.0,48600.0,25230.944887712663
48900.0,48900.0,20572.582835862166
49200.0,49200.0,16434.090266816616
49500.0,49500.0,39615.72159171478
49800.0,49800.0,74426.8739221389
50100.0,50100.0,99147.88380431484
50400.0,50400.0,121131.42308208982
50700.0,50700.0,170487.63746898624
51000.0,51000.0,221189.6067887117
51300.0,51300.0,251845.9096636452
51600.0,51600.0,281646.50212165073
51900.0,51900.0,311496.8836055019
52200.0,52200.0,341383.5867742129
52500.0,52500.0,360516.34534209885
52800.0,52800.0,377794.5567275932
53100.0,53100.0,393962.23180327326
53400.0,53400.0,408971.85190879705
53700.0,53700.0,423099.36676437425
54000.0,54000.0,436310.1233322796
54300.0,54300.0,321450.191685391
54600.0,54600.0,318579.01937961683
54900.0,54900.0,311195.8851739259
55200.0,55200.0,303431.6997945358
55500.0,55500.0,294937.47616277164
55800.0,55800.0,285202.01519009925
56100.0,56100.0,275244.293238943
56400.0,56400.0,253579.06900604954
56700.0,56700.0,237550.32813241953
57000.0,57000.0,224265.4146592353
57300.0,57300.0,208120.7760531002
57600.0,57600.0,190499.91023846707
57899.99999999999,57899.99999999999,348586.49894248415
58200.00000000001,58200.00000000001,368187.6418864291
58500.0,58500.0,362253.52912206895
58799.99999999999,58799.99999999999,354956.2316987127
59100.00000000001,59100.00000000001,346645.6583283463
59400.0,59400.0,338006.9869798945
59699.99999999999,59699.99999999999,326209.7627041409
60000.00000000001,60000.00000000001,304262.62814223237
60300.0,60300.0,288225.8763377239
60599.99999999999,60599.99999999999,273786.08302268095
60900.00000000001,60900.00000000001,258287.8413116589
61200.0,61200.0,368865.56323963415
61499.99999999999,61499.99999999999,467693.30204187054
61800.00000000001,61800.00000000001,473996.8487138896
62100.0,62100.0,460099.2315049805
62399.99999999999,62399.99999999999,440705.4217302991
62700.00000000001,62700.00000000001,429418.0157038436
63000.0,63000.0,409577.1725312844
63299.99999999999,63299.99999999999,406303.3428158904
63600.00000000001,63600.00000000001,407241.0054394847
63900.0,63900.0,408034.0079811122
64199.99999999999,64199.99999999999,413257.10295769555
64500.00000000001,64500.00000000001,411994.39781669294
64800.0,64800.0,415465.2333392627
65099.99999999999,65099.99999999999,392989.5890437452
65400.00000000001,65400.00000000001,396457.4782352763
65700.0,65700.0,403345.88714483264
66000.0,66000.0,422286.7667478297
66300.0,66300.0,435304.7292361332
66600.0,66600.0,443255.99019870826
66900.0,66900.0,439133.2882468844
67200.0,67200.0,439933.5658870075
67500.0,67500.0,420655.50461439183
67800.0,67800.0,414511.9882072505
68100.0,68100.0,409065.93259315786
68400.0,68400.0,403406.5117122933
68700.0,68700.0,375817.4791768977
69000.0,69000.0,357833.6223801768
69300.0,69300.0,348253.56483595946
69600.0,69600.0,345923.4723425848
69900.0,69900.0,342583.17219996883
70200.0,70200.0,339541.7994145395
70500.0,70500.0,339175.28140464425
70800.0,70800.0,338932.0246381264
71100.0,71100.0,338442.6247672484
71400.0,71400.0,337427.1559236546
71700.0,71700.0,336212.89536498865
72000.0,72000.0,334798.34166777506
72300.0,72300.0,315290.34162664326
72600.0,72600.0,295834.8405607236
72900.0,72900.0,296327.362605096
73200.0,73200.0,295268.0690722437
73500.0,73500.0,297364.3185892574
73800.0,73800.0,302471.49076053535
74100.0,74100.0,307271.5829661132
74400.0,74400.0,311936.45796437433
74700.0,74700.0,316322.3496555918
75000.0,75000.0,321167.98505615606
75300.0,75300.0,329651.4647168714
75600.0,75600.0,341412.1584903555
75900.0,75900.0,396053.6958100286
76200.0,76200.0,418520.8569590058
76500.0,76500.0,431916.3897501271
76800.0,76800.0,444835.92888328386
77100.0,77100.0,457472.1648641994
77400.0,77400.0,469816.57667240966
77700.0,77700.0,481941.7405782966
78000.0,78000.0,493843.5366696749
78300.0,78300.0,505555.43340535706
78600.0,78600.0,517096.77023165795
78900.0,78900.0,528483.4103737666
79200.0,79200.0,539701.5692941212
79500.0,79500.0,589856.9338689557
79800.0,79800.0,617907.5915112089
80100.0,80100.0,630477.7635298817
80400.0,80400.0,642657.0304469494
80700.0,80700.0,654612.168892728
81000.0,81000.0,666344.1657817669
81300.0,81300.0,677881.6988715942
81600.0,81600.0,689172.4931374006
81900.0,81900.0,700329.1826193101
82200.0,82200.0,711303.4070260164
82500.0,82500.0,722140.5997834997
82800.0,82800.0,734218.8164660824
83100.0,83100.0,780101.138400753
83400.0,83400.0,803162.2683718663
83700.0,83700.0,810697.4751707759
84000.0,84000.0,817891.8819421225
84300.0,84300.0,824881.6971601618
84600.0,84600.0,831624.1030052507
84900.0,84900.0,839005.6699535071
85200.0,85200.0,847238.2919356048
85500.0,85500.0,854643.2134980118
85800.0,85800.0,861666.3319343517
86100.0,86100.0,918296.9213344115
86400.0,86400.0,928043.6209114245
86700.0,86700.0,949642.1549471598
87000.0,87000.0,962368.7974691693
87300.0,87300.0,971920.851131103
87600.0,87600.0,980895.2274845648
87900.0,87900.0,990007.4852577272
88200.0,88200.0,998599.245629811
88500.0,88500.0,1007361.4932098181
88800.0,88800.0,1015634.8627892182
89100.0,89100.0,1024094.5928736709
89400.0,89400.0,1032081.9918927258
89700.0,89700.0,1040256.7819881858
90000.0,90000.0,1047976.0310585791
90300.0,90300.0,1064092.6723865068
90600.0,90600.0,1076723.414464582
90900.0,90900.0,1086735.8555007502
91200.0,91200.0,1096651.343753972
91500.0,91500.0,1106459.2329705295
91800.0,91800.0,1116205.6603186182
92100.0,92100.0,1125847.4848706056
92400.0,92400.0,1135424.867459025
92700.0,92700.0,1144933.8637180093
93000.0,93000.0,1154397.0410599061
93300.0,93300.0,1163813.5383995997
93600.0,93600.0,1174049.4490814293
93900.0,93900.0,1191092.8530420754
94200.0,94200.0,1203720.741831597
94500.0,94500.0,1216226.013551996
94800.0,94800.0,1228630.1219323324
95100.0,95100.0,1240939.7567737175
95400.0,95400.0,1253244.6357737374
95700.0,95700.0,1265490.4070150806
96000.0,96000.0,1279885.0234377189
96300.0,96300.0,1294325.3728732602
96600.0,96600.0,1308187.5811074295
96900.0,96900.0,1322009.8442405502
97200.0,97200.0,1335812.1967300435
97500.0,97500.0,1338140.6766588264
97800.0,97800.0,1345336.798400264
98100.0,98100.0,1356129.7772416212
98400.0,98400.0,1367495.9139812395
98700.0,98700.0,1378512.057331535
99000.0,99000.0,1390024.0487946477
99300.0,99300.0,1401136.4770436839
99600.0,99600.0,1412725.7590371196
99900.0,99900.0,1347997.9869207824
100200.0,100200.0,1356475.6423801226
100500.0,100500.0,1365460.4202572578
100800.0,100800.0,1374798.4296088943
101100.0,101100.0,1348416.629521323
101400.0,101400.0,1330131.409810843
101700.0,101700.0,1337658.1946375414
102000.0,102000.0,1345615.6901116204
102300.0,102300.0,1353813.0724093472
102600.0,102600.0,1362227.852862576
102900.0,102900.0,1370784.178430003
103200.0,103200.0,1377337.9979991536
103500.0,103500.0,1385068.122379964
103800.0,103800.0,1392866.3654657276
104100.0,104100.0,1400685.8831748771
104400.0,104400.0,1408537.005068209
104700.0,104700.0,1365754.7387109308
105000.0,105000.0,1297431.2525318002
105300.0,105300.0,1299352.4453023344
105600.0,105600.0,1301432.5144538637
105900.0,105900.0,1303581.762131211
106200.0,106200.0,1305796.3900603238
106500.0,106500.0,1307318.8864261208
106800.0,106800.0,1308844.7770473498
107100.0,107100.0,1310372.117356434
107400.0,107400.0,1311846.2350837518
107700.0,107700.0,1313310.5752760593
108000.0,108000.0,1314691.6017928403
108300.0,108300.0,1306418.663164246
108600.0,108600.0,1296447.070707946
108900.0,108900.0,1292670.9254419496
109200.0,109200.0,1288817.8198336763
109500.0,109500.0,1284928.1392870334
109800.0,109800.0,1280988.208537488
110100.0,110100.0,1276632.776364868
110400.0,110400.0,1269097.5851214284
110700.0,110700.0,1264045.673483363
111000.0,111000.0,1259075.646463317
111300.0,111300.0,1253900.8710562158
111600.0,111600.0,1248840.8924042748
